----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Fiscal Year: Active Projects,  2022,  2021,  2020,  2019,  2018,  2017,  2016,  2015,  2014,  2013,  2012,  2011,  2010,  2009,  2008,  2007,  2006,  2005,  2004,  2003,  2002,  2001,  2000,  1999,  1998,  1997,  1996,  1995,  1994,  1993,  1992,  1991,  1990,  1989,  1988,  1987,  1986,  1985"
"     Text Search: "Medical Scientist",  "MSTP" (or)"
"     Limit to: Project Title"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","This grant award will support the Medical Scientist Training Program (MSTP) at the University of
Maryland School of Medicine. The mission of our MSTP is to train a diverse and creative cadre of
physician-scientists who will become leaders in their chosen fields of research, develop new
knowledge and translate it to enhance clinical practice. This training will serve the nation by
developing physician-scientists who can accelerate the progress of biomedical research from the
laboratory to the direct benefit of patients.","NIGMS","10444329","7/21/2021 12:00:00 AM","PAR-19-036","3T32GM136561-02S2","3","T32","GM","136561","02","S","GINDHART, JOSEPH G","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","2873560","ROGHMANN, MARY-CLAIRE ","Not Applicable","07","PUBLIC HEALTH & PREV MEDICINE","188435911","Z9CRZKD42ZT1","188435911","Z9CRZKD42ZT1","US","39.291412","-76.624753","820104","UNIVERSITY OF MARYLAND BALTIMORE","BALTIMORE","MD","SCHOOLS OF MEDICINE","212011508","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NCI","51336","2427"," ","53763",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","PROJECT NARRATIVE
Research mentor training is an evidence-based strategy to improve research outcomes and
enhance diversity and inclusion in the biomedical workforce. This award is designed to expand
the pool of research mentor training facilitators for the Baylor College of Medicine Medical
Scientist Training Program, which has instated a new research mentor training requirement for
the primary research mentors of students in the program. The impact of universal training will be
assessed through evaluations of the training program, research mentors, and mentees, so as to
improve T32-funded research training throughout the College.","NIGMS","10394044","6/22/2021 12:00:00 AM","PA-20-272","3T32GM136611-02S1","3","T32","GM","136611","02","S","GINDHART, JOSEPH G","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1868704","PLON, SHARON E.","Not Applicable","09","PEDIATRICS","051113330","FXKMA43NTV21","051113330","FXKMA43NTV21","US","29.711148","-95.39695","481201","BAYLOR COLLEGE OF MEDICINE","HOUSTON","TX","SCHOOLS OF MEDICINE","770303411","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIGMS","70000","5600"," ","75600",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","The Medical Science Training Program (MSTP) at the Medical College of Wisconsin (MCW)
provides integrated basic science and medical training as the educational foundation for future
academic physician scientists. The mission of MCW-MSTP is to prepare students for careers
as physician-scientists, which allows students to conduct hypothesis-driven research and to
practice evidence-based medicine as an MD-PhD. MCW-MSTP welcomes all applicants,
including students of diversity, students with disabilities, and students from socio-economically
disadvantaged backgrounds.","NIGMS","10163190","6/7/2021 12:00:00 AM","PA-18-403","5T32GM080202-12","5","T32","GM","080202","12"," ","KEANE-MYERS, ANDREA","7/1/2010 12:00:00 AM","6/30/2025 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1864163","BARBIERI, JOSEPH T","Not Applicable","05","MICROBIOLOGY/IMMUN/VIROLOGY","937639060","E8VWJXMMUQ67","937639060","E8VWJXMMUQ67","US","43.04575","-88.020374","46001","MEDICAL COLLEGE OF WISCONSIN","MILWAUKEE","WI","SCHOOLS OF MEDICINE","532263548","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIGMS","564696","26696"," ","591392",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","8. PROJECT NARRATIVE
There is a need to train physician-scientists with an excellent foundation in both biomedical research and
clinical medicine in order to gain a more detailed understanding of disease. The Duke Medical Scientist
Training Program seeks to train MD-PhD candidates in both medicine and science through a unique curriculum
that provides students with comprehensive clinical training prior to their PhD training. Through this program,
Duke MSTP students will be poised to translate scientific discoveries into therapies for human disease.","NIGMS","10207649","5/25/2021 12:00:00 AM","PA-16-152","5T32GM007171-47","5","T32","GM","007171","47"," ","GINDHART, JOSEPH G","7/1/1975 12:00:00 AM","6/30/2022 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1902570","KONTOS, CHRISTOPHER D","Not Applicable","04","INTERNAL MEDICINE/MEDICINE","044387793","TP7EK8DZV6N5","044387793","TP7EK8DZV6N5","US","36.006824","-78.924579","2221101","DUKE UNIVERSITY","DURHAM","NC","SCHOOLS OF MEDICINE","277054673","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIGMS","1232064","58245"," ","1230033",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","Project Narrative
The Medical Scientist Training Program (MSTP) at Yale proposes an integrated curriculum that teaches clinical
medicine and provides experiential training in the design, execution and presentation of responsible, rigorous
and reproducible research. The MSTP is committed to the recruitment and retention of a diverse and inclusive
community of MD-PhD trainees in traditional and non-traditional PhD disciplines relevant to human health and
disease. The inclusion of physician-scientist faculty from a range of clinical disciplines in the MSTP and a focus
on career development training for students ensure that graduates will remain engaged in research-intensive
careers that make full use of their dual-degree training.","NIGMS","10200096","6/7/2021 12:00:00 AM","PAR-19-036","5T32GM136651-02","5","T32","GM","136651","02"," ","GINDHART, JOSEPH G","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1925241","KAZMIERCZAK, BARBARA I","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","043207562","FL6GV84CKN57","043207562","FL6GV84CKN57","US","41.303164","-72.931644","9420201","YALE UNIVERSITY","NEW HAVEN","CT","SCHOOLS OF MEDICINE","065208327","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIGMS","2104776","99502"," ","2204278",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","PROJECT NARRATIVE
The ability to understand disease processes and translate this knowledge into innovative and effective
approaches to ameliorate disease can be best provided by individuals formally trained in both in basic
science and clinical medicine. Furthermore, there is a need for more clinicians with epidemiology training
who are able to understand and evaluate the incidence, distribution and determinants of health and disease
in populations, as well as assess the impact of treatments and healthcare policy. Thus, the goal of the MD-
PhD Training Program at the University of Miami Miller School of Medicine is to train future physician
scientists who will be positioned to pursue careers in both basic and patient oriented research and bring
new ideas and innovative approaches to the prevention and treatment of disease.","NIGMS","10382492","6/28/2021 12:00:00 AM","PA-14-015","3T32GM112601-05S1","3","T32","GM","112601","05","S","GINDHART, JOSEPH G","7/1/2017 12:00:00 AM","6/30/2022 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1880272","LEMMON, SANDRA K.","Not Applicable","27","PHARMACOLOGY","052780918","F8THLJQSAF93","052780918","F8THLJQSAF93","US","25.775337","-80.209809","5221250","UNIVERSITY OF MIAMI SCHOOL OF MEDICINE","CORAL GABLES","FL","SCHOOLS OF MEDICINE","331462926","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIMH","51336","2427"," ","53763",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","The primary goal of the Vanderbilt MSTP is to identify, mentor, and train a diverse workforce of future
leaders in academic medicine who are dedicated to improving human health through research, clinical
activities, and leadership. The public health benefit is realized through the integrated clinical and
research accomplishments of our graduates as they elucidate the basic mechanisms of disease and
capitalize on these understandings in developing new therapeutic agents and strategies.","NIGMS","10158476","6/7/2021 12:00:00 AM","PA-18-403","5T32GM007347-43","5","T32","GM","007347","43"," ","GINDHART, JOSEPH G","7/1/1977 12:00:00 AM","6/30/2024 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","7056252","WILLIAMS, CHRISTOPHER S.","Not Applicable","05","PEDIATRICS","965717143","GTNBNWXJ12D5","965717143","GTNBNWXJ12D5","US","36.140134","-86.796274","8721001","VANDERBILT UNIVERSITY","Nashville","TN","SCHOOLS OF MEDICINE","372032408","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIGMS","1334736","63099"," ","1397835",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","Public Health Relevance
To advance the understanding and treatment of disease and health-related problems requires diverse thought
processes, tools and technologies across multiple disciplines. Physician scientists play a unique and pivotal
role in leveraging diverse scientific training and medical education and practice to address societies most
fundamental and important health-related problems along a variety of career paths. The Emory Medical
Scientist Training Program is perfectly situated to train the next generation of physician-scientists, building
upon its long history of interdisciplinary research and training in both clinical medical sciences and the
elucidation of disease mechanisms through basic and population based research.","NIGMS","10158490","6/1/2021 12:00:00 AM","PA-16-152","5T32GM008169-35","5","T32","GM","008169","35"," ","GINDHART, JOSEPH G","7/1/1987 12:00:00 AM","6/30/2022 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1928282","GROSS, ROBERT E","Not Applicable","05","NEUROSURGERY","066469933","S352L5PJLMP8","066469933","S352L5PJLMP8","US","33.762977","-84.42296","2384501","EMORY UNIVERSITY","ATLANTA","GA","SCHOOLS OF MEDICINE","303224250","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIGMS","1129392","53391"," ","1166144",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","8. PROJECT NARRATIVE
As the pace at which biomedical research advances increases, there is a greater need than ever for physicians
and veterinarians who are trained investigators, working at the intersection between medicine and science to
develop new understanding of human and animal biology and new approaches to the treatment and
management of disease. The goal of the Medical Scientist Training Program at the University of Pennsylvania
is to identify, train and mentor a diverse group of outstanding men and women and to help them become
teachers, scholars, and leaders of biomedical research (references 1-9).","NIGMS","10158477","5/24/2021 12:00:00 AM","PA-16-152","5T32GM007170-47","5","T32","GM","007170","47"," ","KEANE-MYERS, ANDREA","7/1/1975 12:00:00 AM","6/30/2023 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","6125110","BRASS, LAWRENCE F","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","042250712","GM1XX56LEP58","042250712","GM1XX56LEP58","US","39.952982","-75.192768","6463801","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","SCHOOLS OF MEDICINE","191046205","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIGMS","2669472","126198"," ","2795670",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","The Medical Scientist Training Program (MSTP) at Baylor College of Medicine is designed for
highly motivated students who want to by combine their passion for translational research and
patient as a physician scientist to meet the Nation's needs for biomedical workforce. The BCM-
MSTP is committed to training a diverse group of students from all backgrounds through a
rigorous integrative dual MD/PhD degree program that empowers them to be successful in their
careers as physician-scientists.","NIGMS","10377260","6/28/2021 12:00:00 AM","PAR-19-036","3T32GM136611-02S2","3","T32","GM","136611","02","S","GINDHART, JOSEPH G","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1868704","PLON, SHARON E.","Not Applicable","09","PEDIATRICS","051113330","FXKMA43NTV21","051113330","FXKMA43NTV21","US","29.711148","-95.39695","481201","BAYLOR COLLEGE OF MEDICINE","HOUSTON","TX","SCHOOLS OF MEDICINE","770303411","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NCI","48220","2427"," ","50647",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","Project Narrative
The CWRU Medical Scientist Training Program integrates research and clinical training
of physician scientists in basic and translational biomedical sciences. Training in these
areas can then be applied to a wide range of basic, translational and clinical research.
Our mission is to train MD-PhD students for productive careers in biomedical research
to fill the national need for future physician-scientists.","NIGMS","10200817","6/28/2021 12:00:00 AM","PA-16-152","5T32GM007250-46","5","T32","GM","007250","46"," ","KEANE-MYERS, ANDREA","7/1/1975 12:00:00 AM","6/30/2024 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","7126459","ABBOTT, DEREK W","Not Applicable","11","PATHOLOGY","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","SCHOOLS OF MEDICINE","441061712","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIGMS","1437408","67953"," ","1505361",
"No NIH Category available","Medical;Scientist;Training Programs","Medical Scientist Training Program","PROJECT NARRATIVE
Physician-scientists perform a critical role at the interface between basic biomedical research and clinical
medicine. This program will train a diverse group of outstanding students and prepare them to enter the
biomedical research workforce as physician-scientists who will perform basic, translational, and clinical
research. This research will lead to new treatments to prevent or cure disease and improve the health of all
Americans.","NIGMS","10189625","6/1/2021 12:00:00 AM","PA-16-152","5T32GM007288-49","5","T32","GM","007288","49"," ","KEANE-MYERS, ANDREA","7/1/1975 12:00:00 AM","6/30/2023 12:00:00 AM","Training and Workforce Development Study Section - A[TWD-A]"," ","1859306","AKABAS, MYLES H.","Not Applicable","14","Unavailable","081266487","H6N1ZF5HJ2G3","081266487","H6N1ZF5HJ2G3","US"," "," ","10053556","ALBERT EINSTEIN COLLEGE OF MEDICINE","BRONX","NY","Domestic Higher Education","104611900","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","859","Training, Institutional","2021"," "," ","NIGMS","1642752","77660"," ","1720412",
